"Energy Source","Continent","Year","count"
"Coal","Africa",2000,3.755965386
"Coal","Africa",2001,3.7435060009
"Coal","Africa",2002,3.848335924
"Coal","Africa",2003,4.0476140028
"Coal","Africa",2004,4.074514853
"Coal","Africa",2005,4.176881979
"Coal","Africa",2006,4.258264903
"Coal","Africa",2007,4.385577101
"Coal","Africa",2008,4.351532638
"Coal","Africa",2009,4.326141225
"Coal","Africa",2010,4.40795629
"Coal","Africa",2011,4.162462069
"Coal","Africa",2012,4.325779777
"Coal","Africa",2013,4.305212345
"Coal","Africa",2014,4.347599639
"Coal","Africa",2015,4.331505265
"Coal","Africa",2016,4.367930432
"Coal","Africa",2017,4.397090694
"Coal","Africa",2018,4.26388272
"Coal","Africa",2019,4.664265595
"Coal","Africa",2020,4.589082136
"Coal","Africa",2021,4.410927848
"Coal","Asia & Oceania",2000,46.897637666
"Coal","Asia & Oceania",2001,48.668666627
"Coal","Asia & Oceania",2002,51.314514734
"Coal","Asia & Oceania",2003,58.167660765
"Coal","Asia & Oceania",2004,67.8299573287
"Coal","Asia & Oceania",2005,75.6803190803
"Coal","Asia & Oceania",2006,82.51941796
"Coal","Asia & Oceania",2007,88.47878919603
"Coal","Asia & Oceania",2008,91.851277628
"Coal","Asia & Oceania",2009,98.406842255
